Fecha,Presion,Temperatura,Volumen,Cliente
2019-01-01 00:00:00,18.32057134644968,20.276467353651828,17.56900225832906,CLIENTE1
2019-01-01 01:00:00,18.638291554019382,22.728680208954426,17.444828815069194,CLIENTE1
2019-01-01 02:00:00,18.562868205638175,24.266016327613375,16.444650508443278,CLIENTE1
2019-01-01 03:00:00,18.163793019154244,24.616828464208893,17.080534020913202,CLIENTE1
2019-01-01 04:00:00,18.164113485742284,27.655821256947334,15.721589349329802,CLIENTE1
2019-01-01 05:00:00,18.162342268831004,28.088672934870424,16.137425973986648,CLIENTE1
2019-01-01 06:00:00,18.14376920864351,27.57543741171177,15.570531495063655,CLIENTE1
2019-01-01 07:00:00,18.035118680088882,28.198134427002962,15.805016581284697,CLIENTE1
2019-01-01 08:00:00,17.773112671970647,27.22652781389104,15.47868946206302,CLIENTE1
2019-01-01 09:00:00,17.604862450185614,25.899660246816804,16.13026591095339,CLIENTE1
2019-01-01 10:00:00,17.380813690571525,24.03107112638597,16.482554540914833,CLIENTE1
2019-01-01 11:00:00,17.57880599997013,22.51708941677679,17.729781562354027,CLIENTE1
2019-01-01 12:00:00,17.70835282201622,19.42083673039867,18.09431409736466,CLIENTE1
2019-01-01 13:00:00,17.53719324004031,17.809953014118726,19.21150190568795,CLIENTE1
2019-01-01 14:00:00,17.483508302095085,15.625971216522688,18.97543251708309,CLIENTE1
2019-01-01 15:00:00,17.859424988123838,14.834722720615325,18.765783084660296,CLIENTE1
2019-01-01 16:00:00,17.798993301423117,13.116907789043154,19.366932936462067,CLIENTE1
2019-01-01 17:00:00,17.501225736819205,12.052794655582048,19.69168403572807,CLIENTE1
2019-01-01 18:00:00,17.248421883127914,11.389473230114527,19.538320570532527,CLIENTE1
2019-01-01 19:00:00,17.92977588528405,12.082672930525687,19.280262662453268,CLIENTE1
2019-01-01 20:00:00,18.14439847259206,13.094977180805836,18.484472595322785,CLIENTE1
2019-01-01 21:00:00,18.499710185728706,14.140163426268122,19.885098098840945,CLIENTE1
2019-01-01 22:00:00,18.500782021537812,17.053584384851895,18.22259254418289,CLIENTE1
2019-01-01 23:00:00,18.355625953271467,18.75399375809113,18.611166510237037,CLIENTE1
2019-01-02 00:00:00,18.363937276507453,17.851070016827226,18.29133180734117,CLIENTE1
